rank,Gene ID,Gene Symbol,Specie,Score,--->,Publication ID (ordered by date)
11,4322,MMP13,Homo sapiens,69.733398111171,--->,29126436,28728848,28512729,28447732,28418842,28238786,28085114,27956552,27932045,27555113,27367673,27130394,27084377,26934732,26892680,26526931,26395178,26305372,26092928,25856795,24180431,23913860,23847446,23417678,23334990,23132541,22869368,22573319,22505473,22273691,22158614,22153941,22102411,22095691,21913037,21344384,21107991,20706991,20506238,20463008,20196777,20131257,20067416,19948051,19883500,19784544,19494318,19415460,19333684,19296842,19248116,19248107,19248099,19180518,18528653,18289383,18289056,17905570,17822788,17697361,17626252,17623656,17373931,17311929,17300926,17196980,17009260,16948116,16507124,16356191,16167086,15654517,15067375,14558091,12878172,12814616,12734180,12009332,12009331,10788434,8609233,
12,8600,TNFSF11,Homo sapiens,59.887938258666,--->,29336616,28904316,28555364,28190118,27550416,27403809,27279356,26914636,26621504,26554541,26420479,26362732,26337028,25912212,25837853,25811130,25797915,25445452,25289668,25068378,24945404,24929185,24574213,24557630,24488413,24442994,24249740,23710436,23666878,23509146,23457386,23244167,22867712,22753650,22709525,22705116,22326262,22172512,22027240,21992185,21964949,21903860,21880134,21814025,21814022,21708014,21533022,21401926,21352301,21328055,21290130,21259010,21159831,20974615,20690034,20533289,20231205,20205168,20167120,19877052,19847430,19560569,19546479,19473572,19446344,19185505,19073256,18802807,18668542,18586671,18565252,18565244,18539107,18528653,18369625,18311801,18172654,17895323,17876645,17703334,17634142,17634140,17328075,17328065,17133360,16317958,16240334,16220542,16052586,15476205,15290725,15248232,12564836,10580503,
13,1280,COL2A1,Homo sapiens,59.689522227049,--->,30015854,28728848,28612031,28302318,28095098,27428952,27390512,26709265,26626311,26183434,24971869,24728947,24164106,23928235,23918474,23592912,23116329,22863613,22689318,22574936,22496037,22319617,22241609,22068351,21940677,21853276,21777803,21655647,21332586,21204228,21088911,20569194,20529846,20301479,20204389,20179744,20131279,19814628,19790048,19756630,19473573,19180518,19019890,18799084,18655132,18553548,18512791,18065760,18040638,17683641,17437277,17195216,17009260,16877351,16329077,16192646,15922184,15522781,15082485,14299791,12360016,12096843,11708863,9811967,9354468,8778019,8609233,8507190,8244341,8024616,8019561,2300123,1985108,1975693,1556676,
14,3663,IRF5,Homo sapiens,59.382071396477,--->,29274624,27092776,25572744,25284481,25263394,25205108,25036352,25011482,24871463,24014567,23941291,23801380,23740937,23372721,23302156,23128233,23073787,23053960,22674082,22500098,22179739,21968701,21898142,21807777,21779181,21627826,21408207,21239750,21156761,20980283,20881011,20861858,20848568,20797713,20695768,20453842,20453440,20439292,20383147,20131273,20112383,20049410,19877059,19778284,19644887,19644876,19565491,19479858,19228650,19116937,19092842,18843785,18752149,18668568,18438842,18408250,18311811,18285424,18050197,17881657,17599733,17393452,17389033,17158136,17133578,
15,4314,MMP3,Homo sapiens,54.928597463787,--->,29164307,29141665,28850021,28461705,28447732,28432524,28365812,27733582,27089651,26863055,26681054,26634533,26510114,26125893,25912212,25854159,25807652,25403368,25351421,25292349,25291965,25147433,24670135,24507680,24349530,23934131,23752352,23343931,23328930,22862420,22776467,22457004,22441965,22314025,22278305,22122951,22114952,22089392,21917825,21770773,21753786,21431945,21345293,21321996,21247370,21190865,20731042,20640910,20455995,20374310,19906289,19678938,19504098,19180518,19165649,19019896,18674944,18634015,18496696,18275497,18220784,18212480,18172013,18077489,17929133,17911432,17763214,17703334,17530713,17434489,17373931,16972994,16972019,16904077,16802342,16677108,16356191,15546966,15529384,15383690,15290728,15142265,14712311,12784383,12124858,12009331,10922468,10543949,10422833,9827994,9288970,9083493,8740360,8535233,3360803,2605216,
16,3569,IL6,Homo sapiens,52.144406002349,--->,30148175,29787569,29414433,29303022,29202486,29162613,28900748,28534699,28490530,28438554,28286780,28262826,28234905,28211306,28134597,28010120,28002590,27836676,27829535,27738630,27731382,27646136,27629486,27555113,27550416,27476063,27404795,27390295,27226573,27219123,27207443,27188858,27152709,27122451,27108590,27081759,27026419,26982101,26881970,26743937,26640809,26629845,26600476,26578807,26526676,26450708,26363066,26343270,26233477,26149736,26080005,25941031,25879761,25847223,25841802,25821796,25707877,25681343,25652333,25604533,25603974,25589616,25532786,25500862,25436214,25384758,25181692,25030201,25022967,24985590,24952309,24728031,24721042,24707478,24618929,24557630,24532142,24513290,24429356,24416448,24402421,24393164,24355795,24340926,24286242,24243775,24223608,23862741,23754245,23701120,23637318,23622344,23619188,23601344,23593036,23378460,23343403,23322270,23276493,23233117,23206933,23118848,22904305,22895491,22867712,22734797,22634718,22580582,22532637,22532634,22531887,22462419,22452603,22427231,22417709,22350281,22337942,22324945,22150003,22122521,22119941,22055894,22053612,22046434,22027148,22021612,22018243,21977994,21961943,21889771,21863560,21833517,21740541,21714933,21422077,21377916,21353594,21312239,21292497,21279994,21253618,21181220,21179199,21166654,21155043,21153318,20974296,20843912,20827447,20640910,20535794,20482813,20465571,20175976,20149313,20100935,20083667,20030788,19877065,19877052,19877033,19847432,19790045,19775068,19758168,19688109,19650110,19635908,19542367,19333684,19327240,19277666,19208585,19176759,19106168,19089489,19032817,19010373,18848327,18843772,18821666,18799095,18784373,18759290,18728048,18621420,18597410,18576303,18528653,18419107,18406623,18402776,18395775,18356242,18336871,18261959,18260177,18257935,18243142,18216863,18065760,18025155,18024284,17665434,17530721,17476620,17444587,17192581,16802343,16708557,16391840,16388753,16198603,16095005,15901906,15364891,15341921,15230289,15170937,15121272,14872501,12960348,12840146,12746914,12716337,12618859,12370360,12220549,11794009,11520812,11315919,11212160,11145851,
17,7128,TNFAIP3,Homo sapiens,48.182324919315,--->,29696068,28888761,28199970,27799070,27779104,27716397,27435953,26802121,26724675,26679293,26642243,26474180,26338037,26143186,25684197,25674272,25521225,24971370,24884566,24489017,24449572,24390342,24159176,24097066,24039598,23884832,23740937,23635951,23425151,23148088,23128233,22623711,22586175,22488580,22402800,22127930,22093807,22087647,22019834,21787353,21604024,21336280,21326317,20921970,20852893,20849588,20822710,20483768,20453842,20453841,20444755,20439292,20353580,20233754,20231195,20112363,20049410,19774492,19643665,19565500,19387456,19366996,19292917,19165918,19110536,18794853,17982456,16936197,12965196,
18,149233,IL23R,Homo sapiens,46.319033607024,--->,29198991,28547498,28381868,27650612,27606475,27177334,27043356,26916345,26016922,25858864,25661540,25651891,25354400,24998354,24957500,24910145,24286189,23840727,23818276,23767933,23606107,23128233,23093722,23054009,23053963,22955875,22718508,22706445,22378604,22144400,22130325,22128865,22089529,21896776,21743469,21281511,21253733,21072187,21068102,20622878,20549515,20062062,19917163,19877036,19757086,19690863,19525409,19522770,19369463,19189980,19035472,19034457,19021011,18800148,18647855,18512797,18383363,18369459,18199597,18073300,17952073,17888176,17678723,17606463,17554300,
19,54829,ASPN,Homo sapiens,45.653050699194,--->,29561445,29233086,28889984,26620055,26016288,25371314,25030405,24716474,24324885,24306268,24078942,24003854,23942062,23733110,23357225,23220557,22384228,21542882,21329514,20939878,20144272,19997821,19327154,18452398,18434216,18336287,18304494,18178444,17827158,17804408,17603749,17517696,17195216,17024313,16707531,16542493,16255042,15640800,
20,7185,TRAF1,Homo sapiens,45.557912401039,--->,28470428,27893701,27592369,25834819,25566937,24782177,24390342,24338224,24321457,24234752,24144456,23321589,23242182,23125866,22586175,22284611,22196377,21492465,21383967,20822712,20797713,20498205,20453842,20444755,20439292,20353580,20233754,20219786,20205706,20049410,20030635,19918040,19741008,19714643,19674979,19565500,19503088,19433411,19401279,19336421,19180477,19116907,19110536,18794853,18759306,18625278,18593758,18576341,18434327,18432273,17880261,17804836,15383523,
