,x,y,geneSymbol
104,-4.979989528656006,-13.96777629852295,ABHD12
105,19.91311264038086,-53.91145706176758,ABHD12B
106,-3.625225067138672,-54.46105194091797,ABHD14A-ACY1
107,13.700489044189453,-10.405688285827637,ABHD16A
108,4.864678859710693,-52.018646240234375,ABHD17AP5
109,14.67764949798584,-4.2500224113464355,ABHD2
110,-12.095008850097656,-51.51264953613281,ABHD3
111,-1.1782658100128174,-13.092752456665039,ABHD5
112,-1.068688154220581,-1.5137683153152466,ABHD6
113,-16.95849609375,-49.75859451293945,ABHD8
114,-36.006103515625,-15.100018501281738,ABI1
115,-35.9825553894043,-15.123176574707031,ABI2
116,-55.67229461669922,-23.662538528442383,ABI3
117,-22.299148559570312,20.09770965576172,ABI3BP
118,-59.68017578125,-31.650033950805664,ABI4
119,-59.431114196777344,-31.608720779418945,ABI5
120,-23.512733459472656,1.547088623046875,ABL1
121,-23.15070152282715,1.6843422651290894,ABL2
122,29.58051109313965,-6.050073146820068,ABLIM1
123,-15.623417854309082,-27.91827392578125,ABLIM3
124,-32.784645080566406,-52.99211883544922,ABO
125,-49.70581817626953,-27.11800193786621,ABP1
126,30.938575744628906,-39.880794525146484,ABR
127,-2.707102060317993,15.419295310974121,ABRA
128,-51.380191802978516,2.61247181892395,ABRAXAS1
129,41.68046188354492,-49.74811935424805,ABRAXAS2
130,-21.973373413085938,-36.545066833496094,ABT1
131,-8.050350189208984,-39.598140716552734,ABTB1
132,-47.3502311706543,-25.63720703125,ACA8
133,-27.475008010864258,-40.600948333740234,ACAA1
134,-17.452077865600586,-56.43906021118164,ACAA2
135,-30.570327758789062,-51.243408203125,ACACA
136,-30.66523551940918,-51.27110290527344,ACACB
137,5.322080135345459,5.7605814933776855,ACAD10
138,-22.398649215698242,-51.69994354248047,ACAD11
139,-21.37696075439453,-52.93112564086914,ACAD8
140,-3.836050033569336,-14.513433456420898,ACAD9
141,-22.634963989257812,-50.96856689453125,ACADL
142,-9.045305252075195,-18.004758834838867,ACADM
143,-25.23935890197754,-50.66806411743164,ACADS
144,-10.446342468261719,-17.290416717529297,ACADSB
145,-21.455801010131836,-48.26065444946289,ACADVL
146,39.59251403808594,20.887287139892578,ACAN
147,-20.78017807006836,-6.409041881561279,ACAP1
148,-5.039459228515625,-16.937267303466797,ACAT1
149,-32.69518280029297,-52.98078536987305,ACAT2
150,-27.421245574951172,-13.70755672454834,ACBD3
151,-19.05911636352539,-50.97547149658203,ACBD4
152,-18.458839416503906,-20.04585075378418,ACBD5
153,-46.75639724731445,-33.64791488647461,ACBP1
154,-50.53936767578125,-30.978158950805664,ACBP2
155,-45.25017547607422,-36.089820861816406,ACBP3
156,-47.21892166137695,-33.31716537475586,ACBP4
157,-46.8621711730957,-33.652320861816406,ACBP6
158,-51.30194854736328,1.0857750177383423,ACD
159,-41.425933837890625,-31.084415435791016,ACD2
160,-53.18537521362305,-37.32535171508789,ACD6
161,14.404667854309082,32.95585632324219,ACE
162,9.90315055847168,26.12531852722168,ACE2
163,-18.098783493041992,-55.59729766845703,ACER1
164,-11.943450927734375,0.5511558055877686,ACER2
165,-11.638212203979492,0.3107554018497467,ACER3
166,-40.66477966308594,-25.686399459838867,ACHE
167,-40.62983322143555,16.539724349975586,ACIN1
168,14.735433578491211,45.75438690185547,ACKR1
169,35.198673248291016,18.74858856201172,ACKR2
170,6.340540409088135,41.05990982055664,ACKR3
171,-4.486680507659912,27.10382652282715,ACKR4
172,30.689729690551758,-52.593929290771484,ACLA_001380
173,50.50032043457031,-24.901775360107422,ACLA_046600
174,36.237876892089844,-30.443889617919922,ACLA_097250
175,21.345800399780273,-37.87105941772461,ACLS
176,-30.73198127746582,-51.291133880615234,ACLY
177,-52.5911979675293,-8.156434059143066,ACM1
178,16.11635398864746,-54.99203872680664,ACMSD
179,34.41104507446289,-22.857643127441406,ACO1
180,-28.263973236083984,-40.84440612792969,ACO2
181,4.90457010269165,30.799631118774414,ACOD1
182,-20.489599227905273,-53.28321838378906,ACOT11
183,-1.5111960172653198,-18.781932830810547,ACOT13
184,-18.256006240844727,-51.39937973022461,ACOT2
185,-9.999701499938965,-22.92708969116211,ACOT7
186,10.583942413330078,-32.352317810058594,ACOT8
187,-18.577495574951172,-51.62849807739258,ACOT9
188,-21.44187355041504,-51.802268981933594,ACOX1
189,26.457094192504883,-16.609167098999023,ACOX2
190,-21.371068954467773,-53.604522705078125,ACOX3
191,1.851037859916687,9.899601936340332,ACP1
192,-3.0987236499786377,-9.682073593139648,ACP2
193,-34.10995864868164,-52.46623611450195,ACP3
194,-0.36186540126800537,-22.498567581176758,ACP4
195,-10.415958404541016,18.718494415283203,ACP5
196,-10.123927116394043,-24.690967559814453,ACP6
197,20.93386459350586,-44.54825973510742,ACP7
198,-8.102313995361328,-58.92718505859375,ACR
199,-15.314289093017578,20.456666946411133,ACRBP
200,1.5307719707489014,-45.397396087646484,ACRV1
201,-53.48980712890625,-32.0077018737793,ACS5
202,-51.149166107177734,-33.11082077026367,ACS6
203,-52.111175537109375,-31.65816307067871,ACS7
204,-20.109079360961914,-53.74287414550781,ACSBG1
205,-10.644705772399902,-1.0259653329849243,ACSF3
206,36.1794548034668,-6.281332492828369,ACSL1
207,33.17790222167969,3.910010814666748,ACSL3
208,30.914777755737305,3.1865196228027344,ACSL4
209,1.433017611503601,9.466071128845215,ACSL5
210,-0.9631245732307434,-0.317635178565979,ACSL6
211,-2.6144704818725586,3.4037787914276123,ACSM1
212,-22.842185974121094,-52.49360275268555,ACSM2A
213,-0.712687075138092,13.36795425415039,ACSM3
214,-10.708035469055176,-0.8067997694015503,ACSS1
215,-10.890972137451172,-0.9239708185195923,ACSS2
216,-37.25655746459961,-20.225902557373047,ACT1
217,-16.58476448059082,-0.7586961388587952,ACTA1
218,8.700124740600586,35.64561080932617,ACTA2
219,-44.568363189697266,-13.401925086975098,ACTB
220,47.64453887939453,-25.610424041748047,ACTBP1
221,53.40547561645508,-22.92117691040039,ACTBP12
222,-40.78695297241211,-6.8656840324401855,ACTBP6
223,34.18842697143555,-46.36635208129883,ACTBP8
224,37.134761810302734,-31.959720611572266,ACTBP9
225,-28.733905792236328,-24.198945999145508,ACTC1
226,20.271799087524414,-42.81611633300781,ACTG1
227,43.11247253417969,-28.245676040649414,ACTG1P3
228,53.363948822021484,-22.94122314453125,ACTG1P4
229,35.44264602661133,-22.626148223876953,ACTG1P6
230,-44.59478759765625,-13.404645919799805,ACTG1P8
231,52.41465759277344,-24.541296005249023,ACTG1P9
232,-8.70396900177002,18.77385902404785,ACTG2
233,-45.34489822387695,-3.677295684814453,ACTL6A
234,-18.23308753967285,-25.268035888671875,ACTL6B
235,-7.36185884475708,-28.231496810913086,ACTL7A
236,-7.380370616912842,-28.261777877807617,ACTL7B
237,-19.765674591064453,3.291501998901367,ACTN1
238,-28.57202911376953,-24.297943115234375,ACTN2
239,-30.226675033569336,-23.6250057220459,ACTN3
240,-2.2301745414733887,-20.712289810180664,ACTN4
241,-25.31749725341797,-25.180112838745117,ACTR1A
242,-23.171602249145508,-26.750394821166992,ACTR1B
243,-22.339086532592773,-2.1215012073516846,ACTR2
244,-22.348163604736328,-2.109182596206665,ACTR3
245,-14.411535263061523,-28.55288314819336,ACTR3B
246,-6.737452030181885,-29.005590438842773,ACTRT1
247,-6.712849140167236,-29.18294334411621,ACTRT2
248,-27.238344192504883,-40.58114242553711,ACVR1
249,10.553970336914062,23.805036544799805,ACVR1B
250,-23.58180809020996,17.34040069580078,ACVR1C
251,10.746801376342773,23.79343032836914,ACVR2A
252,10.658041954040527,23.803756713867188,ACVR2B
253,7.471357345581055,19.803007125854492,ACVRL1
254,-15.720877647399902,-53.23863220214844,ACY1
255,-20.657243728637695,-50.87853240966797,ACYP1
256,-40.68447494506836,-26.142847061157227,ACYP2
257,44.14241027832031,-36.97651290893555,AD5
258,4.1840434074401855,-18.142169952392578,ADA
259,-1.6886051893234253,-19.218673706054688,ADA2
260,-54.15973663330078,-14.951264381408691,ADA2B
261,0.7917401194572449,13.568942070007324,ADAD1
262,42.244380950927734,32.41151809692383,ADAM10
263,42.23733901977539,-1.14230477809906,ADAM11
264,9.757281303405762,38.361358642578125,ADAM12
265,12.995824813842773,39.64409637451172,ADAM15
266,11.258914947509766,37.402042388916016,ADAM17
267,10.756584167480469,-26.642013549804688,ADAM18
268,-6.270291328430176,21.890987396240234,ADAM19
269,36.06328582763672,-22.342464447021484,ADAM1A
270,42.33988571166992,-1.1354655027389526,ADAM2
271,10.322009086608887,-26.945505142211914,ADAM20
272,10.340907096862793,-26.910804748535156,ADAM21
273,-17.593036651611328,12.654582977294922,ADAM22
274,-7.144710540771484,22.724756240844727,ADAM23
275,10.963886260986328,34.324607849121094,ADAM28
276,10.388572692871094,-26.99367332458496,ADAM29
277,10.344228744506836,-27.009031295776367,ADAM30
278,10.198870658874512,-27.640987396240234,ADAM32
279,-0.9051290154457092,24.411205291748047,ADAM33
280,48.2254753112793,0.1641411930322647,ADAM3A
281,48.288421630859375,1.5424145460128784,ADAM3B
282,36.544639587402344,-40.24580383300781,ADAM5
283,39.94700622558594,-18.901622772216797,ADAM6
284,10.022537231445312,-25.818674087524414,ADAM7
285,37.64897537231445,40.969764709472656,ADAM8
286,12.389900207519531,38.29615020751953,ADAM9
287,-12.072016716003418,18.26323699951172,ADAMDEC1
288,9.858200073242188,37.882999420166016,ADAMTS1
289,1.296644926071167,-18.278871536254883,ADAMTS10
290,-10.213966369628906,21.440853118896484,ADAMTS12
291,13.332377433776855,30.59616470336914,ADAMTS13
292,-1.8439615964889526,14.048989295959473,ADAMTS14
293,-10.138242721557617,21.59499168395996,ADAMTS15
294,-10.652484893798828,21.374135971069336,ADAMTS16
295,-5.330992221832275,-1.2714561223983765,ADAMTS17
296,-11.06037425994873,21.124530792236328,ADAMTS18
297,3.6144204139709473,-34.632591247558594,ADAMTS19
298,23.257509231567383,36.30083465576172,ADAMTS2
299,11.879975318908691,-29.954423904418945,ADAMTS20
300,25.433307647705078,7.840656280517578,ADAMTS3
301,9.949825286865234,37.69093322753906,ADAMTS4
302,9.92178726196289,37.78187942504883,ADAMTS5
303,-10.179423332214355,20.904077529907227,ADAMTS6
304,-1.9102433919906616,14.140263557434082,ADAMTS7
305,-6.438166618347168,21.952354431152344,ADAMTS8
306,-11.469974517822266,22.01590919494629,ADAMTS9
307,-5.432480812072754,-1.3181530237197876,ADAMTSL1
308,-2.579979419708252,13.627025604248047,ADAMTSL2
309,-3.9107444286346436,4.929128646850586,ADAMTSL3
310,-4.942417144775391,-7.4282708168029785,ADAMTSL4
311,-19.72265625,-6.419978141784668,ADAP1
312,-23.05769157409668,-14.830041885375977,ADAP2
313,43.35536193847656,21.929208755493164,ADAR
314,42.639442443847656,32.60651397705078,ADARB1
315,42.59876251220703,32.78573226928711,ADARB2
316,-21.3859806060791,-42.240108489990234,ADAT1
317,-20.469738006591797,-48.33850860595703,ADAT3
318,42.42283630371094,32.403221130371094,ADCP1
319,38.130435943603516,40.59381866455078,ADCY1
320,6.3595194816589355,-6.270657062530518,ADCY10
321,42.6375732421875,32.7454948425293,ADCY2
322,43.155731201171875,22.098886489868164,ADCY3
323,44.83665084838867,21.979625701904297,ADCY4
324,42.54938888549805,32.546546936035156,ADCY5
325,43.021785736083984,22.085914611816406,ADCY6
326,42.830238342285156,32.99271774291992,ADCY7
327,43.13218688964844,33.077972412109375,ADCY8
328,42.7077522277832,32.20510482788086,ADCY9
329,41.3718376159668,23.562074661254883,ADCYAP1
330,42.81977844238281,32.699066162109375,ADCYAP1R1
331,45.16244125366211,32.2565803527832,ADD1
332,42.9948616027832,32.79975509643555,ADD2
333,44.72716522216797,21.829452514648438,ADD3
334,37.15824508666992,41.062904357910156,ADFN
335,-46.10594940185547,-33.50255584716797,ADG1
336,8.27635669708252,-37.751380920410156,ADGRA1
337,8.355063438415527,-35.891422271728516,ADGRA3
338,44.82129669189453,40.05512619018555,ADGRB1
339,45.72901153564453,40.414066314697266,ADGRB2
340,41.635860443115234,42.51846694946289,ADGRB3
341,-1.1918553113937378,-4.429689884185791,ADGRD1
342,60.65134811401367,-3.004878044128418,ADGRE1
343,-10.729631423950195,17.722135543823242,ADGRE2
344,4.6720499992370605,-40.22108840942383,ADGRE3
345,-6.471688747406006,-50.738468170166016,ADGRE4P
346,51.607566833496094,40.01999282836914,ADGRE5
347,-18.051063537597656,27.72846794128418,ADGRF1
348,5.829041481018066,-36.13385009765625,ADGRF4
349,-21.585979461669922,18.029409408569336,ADGRF5
350,5.216185569763184,18.577472686767578,ADGRG1
351,7.592145919799805,-24.032604217529297,ADGRG2
352,6.658599853515625,-22.11277198791504,ADGRG4
353,5.23158597946167,-36.02834701538086,ADGRG5
354,-5.372452735900879,4.038449287414551,ADGRG6
355,4.4320969581604,-13.167364120483398,ADGRL1
356,-17.485925674438477,-22.812475204467773,ADGRL2
357,2.0977087020874023,-1.2526512145996094,ADGRL3
358,-22.423532485961914,16.859472274780273,ADGRL4
359,-3.1964821815490723,-8.251897811889648,ADGRV1
360,-39.9212532043457,-30.23712730407715,ADH1
361,37.5100212097168,41.41020584106445,ADH1A
362,42.0119743347168,32.33375549316406,ADH1B
363,43.18210220336914,23.354042053222656,ADH1C
364,38.169124603271484,40.41042709350586,ADH4
365,43.879974365234375,16.661376953125,ADH5
366,42.575557708740234,32.17535400390625,ADH6
367,42.829185485839844,32.923065185546875,ADH7
368,17.88705062866211,-5.092947483062744,ADHFE1
369,-26.35722541809082,1.1706072092056274,ADI1
370,42.86338424682617,-41.37157440185547,ADIG
371,14.958945274353027,25.796632766723633,ADIPOQ
372,14.595094680786133,26.23496437072754,ADIPOR1
373,14.539405822753906,26.137510299682617,ADIPOR2
374,35.2078857421875,-41.85258865356445,ADIRF
375,37.45846939086914,40.3291130065918,ADK
376,37.95443344116211,39.80985641479492,ADM
377,9.279175758361816,33.45490264892578,ADM2
378,0.6468266844749451,-1.888608694076538,ADNP
379,24.089723587036133,-44.172157287597656,ADO
380,38.030460357666016,40.55617904663086,ADORA1
381,40.79804992675781,24.102571487426758,ADORA2A
382,38.16009521484375,40.05305862426758,ADORA2B
383,37.69883346557617,41.4301643371582,ADORA2BP1
384,37.336212158203125,41.009525299072266,ADORA3
385,2.368898391723633,9.257344245910645,ADPGK
386,37.86899948120117,40.983070373535156,ADPRH
387,-20.10575294494629,-57.89966583251953,ADPRHL1
388,-35.68642807006836,-31.575157165527344,ADPRS
389,43.80756378173828,-48.63724136352539,ADPS
390,-54.01743698120117,-12.899004936218262,ADR1
391,42.32212829589844,33.43174743652344,ADRA1A
392,42.81021499633789,32.85213088989258,ADRA1B
393,45.55364990234375,21.979942321777344,ADRA1D
394,37.17746353149414,40.877254486083984,ADRA2A
395,42.22864532470703,33.41065216064453,ADRA2B
396,38.278621673583984,40.72246170043945,ADRA2C
397,39.8433952331543,24.10918617248535,ADRB1
398,39.94569396972656,23.983564376831055,ADRB2
399,-2.227797508239746,4.9871110916137695,ADRB3
400,-35.21974563598633,7.293534755706787,ADRM1
401,42.645362854003906,33.46235656738281,ADSL
402,-20.602893829345703,-49.532081604003906,ADSS1
403,43.31495666503906,33.37887954711914,ADSS2
404,-0.2993529438972473,7.183815002441406,ADTRP
405,41.795066833496094,32.45554733276367,AEBP1
406,43.430931091308594,33.22723388671875,AF8T
407,43.18467330932617,31.766719818115234,AFA
408,-21.227397918701172,11.266871452331543,AFAP1
409,-27.75548553466797,30.15589141845703,AFAP1-AS1
410,-14.965753555297852,8.965846061706543,AFAP1L1
411,-21.75872802734375,11.285175323486328,AFAP1L2
412,44.3001594543457,33.0637321472168,AFD1
413,-13.959768295288086,9.520123481750488,AFDN
414,3.3584563732147217,25.640684127807617,AFF1
415,37.80284881591797,5.4841179847717285,AFF2
416,21.317089080810547,-12.006963729858398,AFF3
417,-44.869754791259766,-9.288969993591309,AFF4
418,-11.805976867675781,-14.162189483642578,AFG1L
419,44.330596923828125,33.947914123535156,AFG3L1P
420,-10.02471923828125,-18.519533157348633,AFG3L2
421,42.924076080322266,33.328590393066406,AFM
422,-59.15279006958008,-25.659093856811523,AFO
423,46.5256233215332,23.896757125854492,AFP
424,-49.45540237426758,-19.580699920654297,AFT1
425,-40.37662887573242,-29.473960876464844,AFUA_2G07680
426,5.058685779571533,3.783766269683838,AFUA_4G06890
427,-47.037540435791016,-25.416616439819336,AFUA_5G09360
428,28.235912322998047,-35.30497741699219,AFUA_7G06250
429,-61.304229736328125,-26.904052734375,AG
430,43.161556243896484,32.649742126464844,AGA
431,-17.31255531311035,-5.430343151092529,AGAP1
432,30.499174118041992,-22.725238800048828,AGAP2
433,-14.185280799865723,-22.862770080566406,AGAP3
434,-54.91769790649414,-34.025394439697266,AGB1
435,16.760122299194336,-54.490447998046875,AGBL1
436,17.046581268310547,-54.47012710571289,AGBL4
437,-10.313101768493652,-10.975630760192871,AGBL5
438,-50.89994812011719,-32.193580627441406,AGC2-1
439,41.91102981567383,33.176429748535156,AGER
440,-26.090557098388672,-7.853827476501465,AGFG1
441,42.4647102355957,-6.38560152053833,AGFG2
442,-21.713340759277344,19.307458877563477,AGGF1
443,-11.642061233520508,-0.6307826638221741,AGK
444,43.744850158691406,33.16884994506836,AGL
445,-58.25069046020508,-25.3857421875,AGL15
446,-60.15745544433594,-29.85709571838379,AGL20
447,-60.283084869384766,-25.983272552490234,AGL24
448,-60.05310821533203,-25.983930587768555,AGL8
449,4.19218635559082,-1.9051449298858643,AGMAT
450,-5.439335823059082,-15.634557723999023,AGMO
451,43.56026840209961,33.18101119995117,AGMX2
452,-51.298583984375,-13.476344108581543,AGO1
453,-59.62116241455078,-26.867530822753906,AGO10
454,-51.16459274291992,-13.4265718460083,AGO2
455,-52.05525207519531,-13.40782642364502,AGO3
456,-52.42349624633789,-13.437864303588867,AGO4
457,-50.81817626953125,-14.537766456604004,AGO7
458,35.52722930908203,-40.36876678466797,AGOS_AGR245C
459,-10.093934059143066,-23.636962890625,AGPAT1
460,42.71805953979492,19.070064544677734,AGPAT2
461,-18.537954330444336,-54.059547424316406,AGPAT3
462,-18.689544677734375,-54.105918884277344,AGPAT4
463,-18.642574310302734,-53.979896545410156,AGPAT5
464,17.935590744018555,-3.6602814197540283,AGPS
465,4.315216064453125,38.19688034057617,AGR2
466,-26.52174949645996,1.8094110488891602,AGR3
467,39.80854415893555,20.990345001220703,AGRN
468,38.91118621826172,39.26667404174805,AGRP
469,40.66381072998047,23.724699020385742,AGT
470,7.296442985534668,-32.008419036865234,AGTPBP1
471,40.87035369873047,23.861705780029297,AGTR1
472,38.138397216796875,40.50755310058594,AGTR2
473,-0.7248089909553528,9.46985149383545,AGTRAP
474,44.16624069213867,33.09247970581055,AGXT
475,2.5771901607513428,10.412924766540527,AGXT2
476,-40.216766357421875,-24.21924591064453,AHA1
477,-52.01358413696289,-29.233322143554688,AHBP-1B
478,38.351783752441406,40.514671325683594,AHCY
479,-44.520626068115234,-21.726789474487305,AHCYL1
480,-17.969409942626953,-51.44834518432617,AHCYL2
481,18.14905548095703,-32.057857513427734,AHDC1
482,-9.89993667602539,-4.479341506958008,AHI1
483,43.6995964050293,21.640764236450195,AHNAK
484,-15.413110733032227,-28.805910110473633,AHNAK2
485,41.958683013916016,33.86165237426758,AHR
486,43.12705612182617,21.12567138671875,AHRR
487,-30.07370376586914,-3.3762106895446777,AHSA1
488,38.71489715576172,39.86953353881836,AHSG
489,11.657405853271484,21.778648376464844,AHSP
490,19.25457000732422,-53.13303756713867,AI197429
491,28.660171508789062,-49.822425842285156,AI314140
492,38.322566986083984,40.718292236328125,AIC
493,-36.35234451293945,-5.915054798126221,AICDA
494,50.26116180419922,-25.20955467224121,AIF
495,43.546756744384766,22.087078094482422,AIF1
496,4.735033988952637,22.161148071289062,AIFM1
497,-27.779876708984375,-0.6234921813011169,AIFM2
498,-12.765653610229492,0.932701051235199,AIFM3
499,44.54199981689453,35.43256378173828,AIH3
500,-59.56316375732422,-25.589387893676758,AIL5
501,-59.85036849975586,-25.008102416992188,AIL6
502,4.153111457824707,43.06861877441406,AIM2
503,11.079776763916016,37.41158676147461,AIMP1
504,-36.4716911315918,2.1215662956237793,AIMP2
505,8.802193641662598,16.57552146911621,AIP
506,-9.850810050964355,-10.571699142456055,AIPL1
507,38.6252326965332,40.59012222290039,AIRE
508,1.3476310968399048,-56.70800018310547,AIRN
509,-18.821426391601562,14.080280303955078,AJAP1
510,-25.70895767211914,11.941636085510254,AJUBA
511,37.69300079345703,41.58924102783203,AK1
512,37.78770446777344,41.573787689208984,AK2
513,-17.69843292236328,-50.45185852050781,AK3
514,37.895694732666016,41.45777893066406,AK4
515,37.61132049560547,41.54521942138672,AK4P1
516,-20.83787727355957,-52.36805725097656,AK5
517,-11.145188331604004,-36.409912109375,AK6
518,-18.865468978881836,-52.18388366699219,AK7
519,-19.51142120361328,-56.831398010253906,AK9
520,32.4480094909668,-18.787620544433594,AKAP1
521,13.674694061279297,-1.2023242712020874,AKAP10
522,-8.995360374450684,-27.88817596435547,AKAP11
523,30.547941207885742,-22.740699768066406,AKAP12
524,3.7201764583587646,21.48849868774414,AKAP13
525,-14.45024299621582,-28.570295333862305,AKAP14
526,8.644997596740723,-32.50660705566406,AKAP17A
527,-4.64396333694458,-28.038549423217773,AKAP3
528,-15.015690803527832,14.577478408813477,AKAP4
529,18.651798248291016,11.557292938232422,AKAP5
530,7.266790390014648,3.8716886043548584,AKAP6
531,-10.074263572692871,-26.41926383972168,AKAP7
532,-47.54948425292969,10.04830265045166,AKAP8
533,-21.373615264892578,-30.59852409362793,AKAP9
534,-28.022964477539062,10.051776885986328,AKIP1
535,-1.662760853767395,4.442122936248779,AKNA
536,-0.1526445895433426,-39.02611541748047,AKNAD1
537,-25.16853904724121,-53.205440521240234,AKR1A1
538,39.10981750488281,36.32816696166992,AKR1B1
539,-2.505255937576294,10.698225021362305,AKR1B10
540,-5.994072437286377,-16.66979217529297,AKR1B15
541,45.82262420654297,21.15720558166504,AKR1B1P1
542,45.21366500854492,33.772762298583984,AKR1B1P2
543,47.252044677734375,21.325965881347656,AKR1B1P3
544,45.545387268066406,21.429092407226562,AKR1B1P4
545,25.144638061523438,2.2873075008392334,AKR1C1
546,24.27504539489746,6.112549304962158,AKR1C2
547,27.22768783569336,-51.96830368041992,AKR1C3
548,46.78055953979492,2.5416858196258545,AKR1C4
549,12.715520858764648,-0.49368995428085327,AKR1D1
550,-19.55413055419922,-51.281497955322266,AKR1E2
551,16.551803588867188,-3.9529433250427246,AKR7A2
552,23.686540603637695,-44.31583023071289,AKR7A3
